0	0	4
0	1	4
0	3	2
0	5	1
0	513	1
0	11	1
0	12	1
0	14	1
0	15	1
0	16	2
0	19	5
0	21	2
0	26	3
0	31	1
0	32	5
0	34	3
0	35	2
0	36	1
0	40	3
0	41	1
0	42	4
0	44	1
0	49	3
0	51	3
0	60	5
0	62	1
0	68	1
0	69	1
0	70	1
0	71	1
0	90	1
0	107	1
0	111	1
0	122	1
0	127	1
0	131	1
0	136	1
0	139	1
0	146	1
0	167	1
0	171	1
0	186	2
0	195	2
0	196	2
0	197	1
0	206	1
0	212	2
0	223	1
0	224	1
0	230	1
0	235	1
0	243	1
0	258	1
0	283	4
0	288	1
0	291	1
0	294	1
0	296	1
0	297	1
0	306	1
0	311	1
0	312	3
0	330	1
0	341	1
0	346	1
0	350	1
0	366	1
0	376	1
0	403	1
0	420	1
0	476	1
0	479	1
1	1	10
1	2	4
1	3	14
1	4	3
1	5	5
1	513	2
1	10	2
1	11	3
1	12	1
1	13	4
1	14	10
1	15	3
1	17	14
1	18	1
1	19	8
1	20	2
1	21	6
1	22	1
1	23	5
1	26	8
1	27	12
1	28	6
1	30	2
1	32	8
1	34	4
1	35	3
1	36	5
1	37	6
1	38	2
1	39	3
1	41	5
1	43	1
1	44	2
1	47	4
1	48	4
1	49	4
1	51	3
1	52	1
1	54	2
1	55	2
1	56	3
1	57	3
1	58	2
1	59	1
1	60	5
1	61	1
1	62	4
1	64	1
1	68	1
1	69	1
1	70	1
1	75	5
1	77	2
1	78	1
1	81	1
1	82	1
1	84	3
1	85	2
1	89	1
1	90	1
1	92	2
1	93	1
1	94	1
1	96	1
1	97	1
1	98	1
1	104	2
1	106	1
1	107	4
1	113	1
1	121	1
1	127	2
1	131	1
1	134	1
1	136	1
1	137	2
1	139	3
1	143	1
1	145	1
1	149	1
1	150	1
1	154	2
1	155	2
1	156	2
1	157	1
1	159	2
1	161	1
1	163	1
1	168	1
1	169	1
1	174	1
1	179	2
1	180	1
1	181	1
1	183	1
1	189	1
1	195	2
1	199	2
1	200	1
1	204	1
1	205	1
1	206	1
1	212	1
1	214	1
1	7	1
1	223	2
1	227	5
1	228	2
1	230	2
1	237	1
1	242	2
1	243	1
1	249	1
1	254	1
1	257	1
1	262	2
1	274	1
1	277	2
1	283	4
1	291	1
1	300	1
1	305	1
1	315	1
1	319	1
1	328	1
1	330	2
1	336	1
1	337	1
1	344	2
1	351	1
1	353	2
1	354	1
1	355	1
1	361	1
1	380	1
1	396	1
1	402	1
1	423	1
1	428	2
1	440	1
1	454	1
1	474	1
1	475	1
1	477	1
1	486	2
1	493	1
2	0	9
2	1	4
2	2	1
2	3	6
2	4	1
2	5	2
2	6	2
2	8	2
2	9	2
2	10	2
2	11	1
2	14	4
2	15	5
2	16	2
2	17	6
2	19	4
2	21	2
2	25	2
2	26	6
2	27	5
2	28	3
2	29	2
2	31	1
2	32	1
2	34	2
2	35	2
2	37	1
2	39	1
2	40	2
2	41	2
2	43	2
2	48	1
2	49	1
2	51	1
2	55	2
2	56	1
2	58	1
2	60	1
2	66	3
2	68	4
2	69	4
2	70	4
2	71	1
2	72	1
2	75	5
2	84	3
2	88	4
2	89	3
2	90	3
2	92	1
2	96	2
2	100	1
2	104	3
2	125	1
2	129	1
2	130	1
2	132	1
2	138	2
2	146	5
2	153	2
2	154	1
2	161	1
2	163	1
2	173	1
2	186	1
2	187	1
2	195	1
2	196	1
2	197	1
2	223	2
2	225	1
2	229	1
2	230	2
2	235	1
2	242	1
2	250	1
2	257	1
2	283	2
2	287	1
2	342	1
2	346	1
2	358	1
2	367	1
2	394	1
2	397	1
2	402	1
2	422	1
2	443	1
2	458	1
2	501	1
2	505	1
3	0	1
3	1	2
3	260	1
3	5	2
3	6	1
3	7	1
3	264	1
3	12	1
3	2	1
3	143	1
3	19	2
3	276	1
3	155	1
3	27	4
3	156	1
3	29	1
3	30	1
3	32	1
3	35	1
3	37	1
3	38	1
3	168	1
3	41	1
3	513	1
3	182	1
3	311	1
3	56	1
3	57	1
3	317	1
3	62	1
3	191	1
3	72	1
3	73	1
3	55	1
3	205	1
3	95	1
3	227	1
3	104	1
4	0	1
4	1	6
4	514	1
4	3	4
4	8	1
4	9	2
4	10	2
4	11	1
4	14	1
4	16	1
4	17	4
4	19	3
4	23	1
4	26	3
4	29	3
4	37	4
4	39	2
4	40	4
4	42	3
4	44	1
4	49	2
4	55	2
4	56	2
4	58	1
4	62	1
4	72	1
4	75	2
4	78	1
4	86	1
4	92	2
4	104	1
4	106	2
4	107	3
4	116	1
4	117	1
4	118	1
4	131	2
4	138	1
4	139	1
4	156	1
4	157	1
4	159	1
4	164	1
4	167	1
4	168	2
4	171	1
4	175	2
4	179	2
4	180	2
4	182	1
4	184	1
4	194	1
4	197	2
4	200	2
4	206	1
4	209	3
4	210	2
4	211	2
4	221	1
4	228	2
4	270	2
4	273	2
4	276	1
4	277	1
4	293	1
4	305	2
4	321	1
4	341	1
4	380	2
4	400	1
4	404	1
4	440	1
4	471	1
4	495	1
5	0	5
5	2	1
5	7	1
5	9	1
5	10	2
5	12	1
5	14	2
5	15	4
5	16	1
5	17	5
5	19	5
5	22	1
5	26	10
5	27	7
5	28	3
5	31	1
5	32	2
5	33	1
5	34	3
5	37	1
5	40	2
5	42	1
5	43	1
5	48	1
5	56	2
5	62	2
5	65	1
5	67	1
5	68	2
5	75	6
5	86	1
5	87	2
5	90	1
5	92	2
5	101	1
5	104	2
5	112	1
5	116	2
5	117	2
5	118	2
5	124	1
5	131	2
5	133	2
5	140	1
5	141	1
5	147	1
5	150	1
5	155	1
5	156	2
5	159	1
5	160	1
5	161	1
5	169	1
5	171	1
5	179	2
5	210	2
5	228	1
5	229	1
5	230	1
5	242	1
5	243	1
5	250	1
5	252	1
5	254	2
5	256	1
5	259	1
5	268	1
5	283	1
5	287	2
5	305	1
5	342	1
5	350	1
5	357	1
5	360	1
5	364	1
5	397	1
5	492	1
5	501	1
5	502	1
6	0	12
6	3	3
6	5	1
6	6	3
6	7	2
6	8	2
6	9	1
6	12	1
6	14	1
6	15	1
6	16	1
6	17	5
6	18	1
6	19	4
6	20	3
6	21	3
6	25	1
6	26	8
6	27	6
6	28	1
6	29	2
6	30	3
6	31	1
6	32	3
6	34	2
6	35	1
6	37	1
6	38	1
6	39	4
6	41	4
6	42	7
6	43	1
6	44	1
6	45	1
6	56	3
6	60	2
6	62	2
6	66	1
6	68	3
6	69	3
6	70	3
6	72	2
6	73	1
6	75	5
6	76	2
6	83	1
6	84	1
6	87	1
6	88	1
6	90	2
6	95	1
6	96	2
6	101	2
6	104	2
6	107	3
6	116	1
6	117	1
6	121	1
6	127	1
6	128	2
6	131	3
6	133	1
6	134	1
6	136	2
6	137	1
6	138	1
6	139	2
6	140	1
6	146	1
6	147	2
6	148	1
6	153	2
6	154	3
6	155	1
6	156	2
6	157	1
6	158	1
6	159	1
6	160	1
6	162	1
6	163	2
6	165	1
6	166	1
6	168	1
6	171	1
6	179	1
6	182	1
6	186	1
6	187	1
6	197	2
6	201	2
6	205	1
6	212	1
6	220	1
6	223	1
6	228	2
6	520	1
6	274	1
6	275	1
6	283	1
6	305	1
6	306	1
6	308	1
6	357	1
6	358	1
6	361	1
6	394	1
6	401	1
6	407	2
6	429	1
6	430	2
6	458	1
6	460	1
6	502	1
6	505	1
7	0	3
7	1	2
7	3	1
7	260	1
7	261	1
7	6	1
7	257	1
7	137	1
7	139	1
7	140	1
7	141	1
7	14	1
7	16	2
7	17	4
7	19	2
7	407	1
7	27	2
7	346	2
7	218	1
7	30	1
7	32	2
7	161	1
7	36	2
7	37	3
7	41	1
7	43	1
7	157	1
7	306	1
7	179	1
7	182	1
7	134	1
7	283	1
7	58	1
7	187	1
7	62	1
7	191	1
7	69	1
7	70	1
7	75	1
7	332	1
7	206	1
7	207	1
7	337	1
7	84	1
7	85	2
